quarter,sector,share_of_universe,share_of_top_decile,gap
2018Q2,Automobile and Auto Components,0.07610993657505286,0.0,-0.07610993657505286
2018Q2,Information Technology,0.06976744186046512,0.3617021276595745,0.29193468579910936
2018Q2,Metals & Mining,0.06342494714587738,0.2127659574468085,0.14934101030093114
2018Q2,Oil Gas & Consumable Fuels,0.0507399577167019,0.0,-0.0507399577167019
2018Q2,Power,0.04439746300211417,0.0,-0.04439746300211417
2018Q2,Chemicals,0.03805496828752643,0.0,-0.03805496828752643
2018Q2,Consumer Services,0.03171247357293869,0.14893617021276595,0.11722369663982726
2018Q2,Consumer Durables,0.03171247357293869,0.02127659574468085,-0.010435877828257837
2018Q2,Realty,0.03171247357293869,0.0851063829787234,0.053393909405784715
2018Q2,Telecommunication,0.02536997885835095,0.0,-0.02536997885835095
2018Q2,Services,0.02536997885835095,0.0,-0.02536997885835095
2018Q2,Construction Materials,0.02536997885835095,0.0,-0.02536997885835095
2018Q2,Textiles,0.006342494714587738,0.0425531914893617,0.03621069677477396
2018Q2,Construction,0.006342494714587738,0.0,-0.006342494714587738
2018Q3,Financial Services,0.21971252566735114,0.020833333333333332,-0.1988791923340178
2018Q3,Fast Moving Consumer Goods,0.08624229979466119,0.20833333333333334,0.12209103353867215
2018Q3,Healthcare,0.08624229979466119,0.020833333333333332,-0.06540896646132786
2018Q3,Capital Goods,0.08624229979466119,0.0,-0.08624229979466119
2018Q3,Automobile and Auto Components,0.07802874743326489,0.0,-0.07802874743326489
2018Q3,Information Technology,0.06776180698151951,0.5208333333333334,0.45307152635181386
2018Q3,Metals & Mining,0.061601642710472276,0.020833333333333332,-0.04076830937713895
2018Q3,Oil Gas & Consumable Fuels,0.049281314168377825,0.0,-0.049281314168377825
2018Q3,Power,0.043121149897330596,0.020833333333333332,-0.022287816563997264
2018Q3,Consumer Durables,0.03696098562628337,0.0,-0.03696098562628337
2018Q3,Chemicals,0.03696098562628337,0.0,-0.03696098562628337
2018Q3,Consumer Services,0.030800821355236138,0.16666666666666666,0.13586584531143053
2018Q3,Realty,0.030800821355236138,0.0,-0.030800821355236138
2018Q3,Services,0.024640657084188913,0.0,-0.024640657084188913
2018Q3,Telecommunication,0.024640657084188913,0.0,-0.024640657084188913
2018Q3,Construction Materials,0.024640657084188913,0.0,-0.024640657084188913
2018Q3,Textiles,0.006160164271047228,0.020833333333333332,0.014673169062286103
2018Q3,Construction,0.006160164271047228,0.0,-0.006160164271047228
2018Q4,Financial Services,0.22560975609756098,0.0,-0.22560975609756098
2018Q4,Fast Moving Consumer Goods,0.08536585365853659,0.04081632653061224,-0.04454952712792435
2018Q4,Healthcare,0.08536585365853659,0.02040816326530612,-0.06495769039323047
2018Q4,Capital Goods,0.08536585365853659,0.02040816326530612,-0.06495769039323047
2018Q4,Automobile and Auto Components,0.07926829268292683,0.02040816326530612,-0.05886012941762071
2018Q4,Information Technology,0.06707317073170732,0.4489795918367347,0.38190642110502737
2018Q4,Metals & Mining,0.06097560975609756,0.16326530612244897,0.10228969636635141
2018Q4,Oil Gas & Consumable Fuels,0.04878048780487805,0.0,-0.04878048780487805
2018Q4,Power,0.042682926829268296,0.08163265306122448,0.03894972623195619
2018Q4,Chemicals,0.036585365853658534,0.0,-0.036585365853658534
2018Q4,Consumer Durables,0.036585365853658534,0.0,-0.036585365853658534
2018Q4,Consumer Services,0.03048780487804878,0.14285714285714285,0.11236933797909407
2018Q4,Realty,0.03048780487804878,0.0,-0.03048780487804878
2018Q4,Services,0.024390243902439025,0.0,-0.024390243902439025
2018Q4,Telecommunication,0.024390243902439025,0.0,-0.024390243902439025
2018Q4,Construction Materials,0.024390243902439025,0.0,-0.024390243902439025
2018Q4,Construction,0.006097560975609756,0.0,-0.006097560975609756
2018Q4,Textiles,0.006097560975609756,0.061224489795918366,0.05512692882030861
2019Q1,Financial Services,0.2202020202020202,0.061224489795918366,-0.15897753040610185
2019Q1,Capital Goods,0.09696969696969697,0.061224489795918366,-0.035745207173778604
2019Q1,Fast Moving Consumer Goods,0.08484848484848485,0.061224489795918366,-0.023623995052566488
2019Q1,Healthcare,0.08484848484848485,0.0,-0.08484848484848485
2019Q1,Automobile and Auto Components,0.07676767676767676,0.02040816326530612,-0.056359513502370645
2019Q1,Information Technology,0.06666666666666667,0.40816326530612246,0.3414965986394558
2019Q1,Metals & Mining,0.06060606060606061,0.10204081632653061,0.04143475572047001
2019Q1,Oil Gas & Consumable Fuels,0.048484848484848485,0.02040816326530612,-0.028076685219542364
2019Q1,Power,0.04242424242424243,0.02040816326530612,-0.022016079158936306
2019Q1,Consumer Durables,0.03636363636363636,0.0,-0.03636363636363636
2019Q1,Chemicals,0.03636363636363636,0.04081632653061224,0.00445269016697588
2019Q1,Realty,0.030303030303030304,0.02040816326530612,-0.009894867037724183
2019Q1,Consumer Services,0.030303030303030304,0.14285714285714285,0.11255411255411255
2019Q1,Telecommunication,0.024242424242424242,0.0,-0.024242424242424242
2019Q1,Construction Materials,0.024242424242424242,0.0,-0.024242424242424242
2019Q1,Services,0.024242424242424242,0.0,-0.024242424242424242
2019Q1,Construction,0.006060606060606061,0.0,-0.006060606060606061
2019Q1,Textiles,0.006060606060606061,0.04081632653061224,0.034755720470006184
2019Q2,Financial Services,0.2215568862275449,0.1,-0.1215568862275449
2019Q2,Capital Goods,0.09580838323353294,0.06,-0.03580838323353294
2019Q2,Fast Moving Consumer Goods,0.08383233532934131,0.14,0.0561676646706587
2019Q2,Healthcare,0.08383233532934131,0.02,-0.06383233532934131
2019Q2,Automobile and Auto Components,0.07784431137724551,0.0,-0.07784431137724551
2019Q2,Information Technology,0.0658682634730539,0.34,0.2741317365269461
2019Q2,Metals & Mining,0.059880239520958084,0.0,-0.059880239520958084
2019Q2,Oil Gas & Consumable Fuels,0.04790419161676647,0.0,-0.04790419161676647
2019Q2,Power,0.04790419161676647,0.0,-0.04790419161676647
2019Q2,Chemicals,0.03592814371257485,0.06,0.02407185628742515
2019Q2,Consumer Durables,0.03592814371257485,0.06,0.02407185628742515
2019Q2,Consumer Services,0.029940119760479042,0.18,0.15005988023952094
2019Q2,Realty,0.029940119760479042,0.04,0.010059880239520959
2019Q2,Construction Materials,0.023952095808383235,0.0,-0.023952095808383235
2019Q2,Services,0.023952095808383235,0.0,-0.023952095808383235
2019Q2,Telecommunication,0.023952095808383235,0.0,-0.023952095808383235
2019Q2,Construction,0.005988023952095809,0.0,-0.005988023952095809
2019Q2,Textiles,0.005988023952095809,0.0,-0.005988023952095809
2019Q3,Financial Services,0.2261904761904762,0.02,-0.2061904761904762
2019Q3,Capital Goods,0.09325396825396826,0.06,-0.03325396825396826
2019Q3,Fast Moving Consumer Goods,0.08333333333333333,0.08,-0.003333333333333327
2019Q3,Healthcare,0.08333333333333333,0.0,-0.08333333333333333
2019Q3,Automobile and Auto Components,0.07738095238095238,0.02,-0.05738095238095238
2019Q3,Information Technology,0.06547619047619048,0.26,0.19452380952380954
2019Q3,Metals & Mining,0.05952380952380952,0.06,0.0004761904761904773
2019Q3,Oil Gas & Consumable Fuels,0.0496031746031746,0.0,-0.0496031746031746
2019Q3,Power,0.047619047619047616,0.04,-0.007619047619047616
2019Q3,Chemicals,0.03571428571428571,0.1,0.0642857142857143
2019Q3,Consumer Durables,0.03571428571428571,0.02,-0.015714285714285712
2019Q3,Realty,0.02976190476190476,0.06,0.030238095238095238
2019Q3,Consumer Services,0.02976190476190476,0.2,0.17023809523809524
2019Q3,Telecommunication,0.023809523809523808,0.0,-0.023809523809523808
2019Q3,Services,0.023809523809523808,0.02,-0.003809523809523808
2019Q3,Construction Materials,0.023809523809523808,0.0,-0.023809523809523808
2019Q3,Textiles,0.005952380952380952,0.06,0.054047619047619046
2019Q3,Construction,0.005952380952380952,0.0,-0.005952380952380952
2019Q4,Financial Services,0.22485207100591717,0.1,-0.12485207100591716
2019Q4,Capital Goods,0.09467455621301775,0.1,0.005325443786982256
2019Q4,Fast Moving Consumer Goods,0.08284023668639054,0.08,-0.0028402366863905376
2019Q4,Healthcare,0.08284023668639054,0.02,-0.06284023668639054
